age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,technician,single,secondary,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
42,blue-collar,divorced,unknown,0,no,no,cellular,7,jul,64,2,-1,0,unknown,no
51,management,divorced,secondary,2843,yes,no,unknown,19,jun,97,2,-1,0,unknown,no
54,management,married,tertiary,0,no,yes,cellular,18,nov,283,1,-1,0,unknown,no
43,management,married,tertiary,1825,yes,no,unknown,20,may,742,2,-1,0,unknown,no
36,blue-collar,divorced,secondary,3102,yes,no,cellular,16,apr,188,1,147,1,failure,no
43,blue-collar,married,primary,-404,yes,yes,cellular,12,may,205,2,306,1,failure,no
38,blue-collar,married,primary,2322,no,no,unknown,19,jun,207,1,-1,0,unknown,no
42,blue-collar,married,primary,-336,yes,no,telephone,15,may,12,6,-1,0,unknown,no
49,services,married,secondary,86,yes,yes,cellular,24,jul,92,2,-1,0,unknown,no
29,blue-collar,married,primary,248,yes,no,cellular,18,may,113,1,-1,0,unknown,no
36,unemployed,married,secondary,1453,no,no,unknown,6,jun,386,1,-1,0,unknown,no
43,technician,married,secondary,307,no,no,cellular,21,jul,145,2,-1,0,unknown,no
35,services,married,secondary,17,yes,no,cellular,4,may,110,4,-1,0,unknown,no
36,technician,married,secondary,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
28,self-employed,married,tertiary,0,yes,no,unknown,9,jul,139,1,-1,0,unknown,no
45,admin.,married,secondary,25,yes,no,unknown,28,may,82,4,-1,0,unknown,no
45,blue-collar,married,secondary,120,yes,yes,unknown,15,may,53,3,-1,0,unknown,no
35,technician,divorced,secondary,515,yes,yes,cellular,29,aug,114,3,-1,0,unknown,no
28,admin.,single,secondary,251,yes,no,unknown,6,may,178,2,-1,0,unknown,no
26,student,single,tertiary,37,yes,no,unknown,8,may,108,1,-1,0,unknown,no
35,services,married,secondary,52,yes,no,cellular,4,jun,328,2,94,4,success,yes
26,technician,single,tertiary,15161,no,no,cellular,2,feb,280,1,-1,0,unknown,yes
38,admin.,married,secondary,4874,no,no,unknown,6,jun,1291,3,-1,0,unknown,no
55,blue-collar,married,secondary,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,no
36,admin.,divorced,secondary,869,yes,no,cellular,14,may,102,1,350,1,failure,no
35,services,married,secondary,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no
58,retired,divorced,tertiary,-1598,yes,no,cellular,30,jul,104,7,-1,0,unknown,no
27,management,single,tertiary,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no
29,services,married,primary,549,yes,no,cellular,5,feb,205,1,245,2,failure,no
61,retired,married,tertiary,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
58,admin.,divorced,secondary,1713,no,no,unknown,15,may,544,2,-1,0,unknown,no
46,blue-collar,married,unknown,626,yes,no,unknown,19,jun,177,2,-1,0,unknown,no
32,blue-collar,married,secondary,715,yes,no,unknown,8,may,108,2,-1,0,unknown,no
37,services,married,secondary,523,yes,no,telephone,19,nov,21,1,-1,0,unknown,no
53,blue-collar,married,unknown,1230,no,no,cellular,5,aug,155,3,-1,0,unknown,no
51,admin.,divorced,secondary,115,yes,yes,unknown,8,may,136,1,-1,0,unknown,no
37,admin.,single,tertiary,-898,yes,no,unknown,21,may,482,1,-1,0,unknown,no
39,management,divorced,tertiary,-980,yes,no,cellular,4,feb,52,2,260,1,failure,no
31,blue-collar,single,secondary,25,no,no,cellular,4,feb,143,1,-1,0,unknown,no
33,admin.,single,secondary,1613,yes,no,unknown,14,may,565,1,-1,0,unknown,no
47,admin.,married,secondary,1863,yes,yes,cellular,14,may,151,4,-1,0,unknown,no
26,admin.,single,tertiary,6,yes,no,cellular,5,may,171,1,-1,0,unknown,no
50,management,divorced,tertiary,30,no,no,cellular,20,aug,76,2,-1,0,unknown,no
42,admin.,single,secondary,243,yes,no,unknown,14,may,46,5,-1,0,unknown,no
36,blue-collar,divorced,secondary,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,yes
27,services,single,tertiary,536,yes,no,cellular,11,may,105,3,-1,0,unknown,no
55,admin.,married,secondary,51,no,no,cellular,20,aug,94,2,-1,0,unknown,no
29,blue-collar,married,primary,1016,yes,no,unknown,27,may,33,1,-1,0,unknown,no
41,management,married,tertiary,371,yes,no,cellular,28,jul,81,8,-1,0,unknown,no
49,technician,married,secondary,324,no,no,cellular,4,aug,227,1,-1,0,unknown,no
42,technician,married,secondary,-356,yes,yes,cellular,5,aug,97,1,-1,0,unknown,no
30,management,single,tertiary,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
41,admin.,married,unknown,488,no,no,cellular,21,nov,174,1,-1,0,unknown,no
31,management,single,tertiary,0,no,no,cellular,28,aug,35,31,-1,0,unknown,no
33,management,single,tertiary,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes
36,blue-collar,married,secondary,219,no,no,unknown,11,jun,47,7,-1,0,unknown,no
31,services,married,secondary,393,no,no,cellular,14,jul,328,2,-1,0,unknown,no
36,services,married,secondary,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
51,services,married,secondary,657,no,no,cellular,3,apr,66,2,-1,0,unknown,no
45,blue-collar,married,secondary,82,yes,no,unknown,6,may,250,1,-1,0,unknown,no
62,management,married,tertiary,0,no,no,cellular,13,apr,113,3,182,3,failure,no
38,management,single,tertiary,2346,yes,no,cellular,28,jan,315,1,-1,0,unknown,no
35,unemployed,married,secondary,1,yes,no,cellular,28,jul,173,8,-1,0,unknown,no
47,blue-collar,married,secondary,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no
26,technician,single,tertiary,77,yes,no,unknown,29,may,125,2,-1,0,unknown,no
32,technician,divorced,secondary,3345,yes,no,cellular,19,aug,1200,3,-1,0,unknown,no
34,management,married,tertiary,1483,yes,no,cellular,21,nov,91,1,-1,0,unknown,no
84,retired,married,tertiary,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
33,technician,married,secondary,8,no,no,cellular,29,aug,462,2,-1,0,unknown,no
58,unemployed,married,secondary,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,no
40,management,single,tertiary,89,yes,no,cellular,30,jul,96,6,-1,0,unknown,no
37,technician,single,secondary,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
30,admin.,single,tertiary,2351,no,yes,cellular,28,jul,91,13,-1,0,unknown,no
45,technician,married,secondary,2269,yes,no,cellular,18,nov,233,1,-1,0,unknown,no
44,management,married,tertiary,223,yes,no,unknown,9,may,93,2,-1,0,unknown,no
27,blue-collar,single,secondary,100,yes,no,cellular,11,may,177,4,367,1,failure,no
31,services,married,secondary,1129,yes,no,unknown,9,may,231,2,-1,0,unknown,no
52,admin.,married,primary,0,yes,no,cellular,14,jul,218,3,-1,0,unknown,no
54,services,divorced,secondary,0,no,no,cellular,1,jun,174,1,81,2,success,yes
35,technician,divorced,unknown,244,no,no,cellular,21,jul,54,10,-1,0,unknown,no
41,admin.,divorced,secondary,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
32,admin.,single,tertiary,328,yes,yes,unknown,26,jun,271,1,-1,0,unknown,no
26,services,single,secondary,-162,yes,no,cellular,15,may,44,2,-1,0,unknown,no
36,management,single,tertiary,202,no,no,cellular,13,aug,150,4,-1,0,unknown,no
50,blue-collar,single,primary,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no
27,admin.,single,secondary,662,yes,no,unknown,9,may,544,1,-1,0,unknown,no
29,blue-collar,single,secondary,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
57,admin.,married,secondary,11,no,no,cellular,2,feb,261,1,265,3,failure,no
60,blue-collar,married,secondary,1407,yes,no,cellular,14,may,112,1,370,1,failure,no
44,management,married,tertiary,786,yes,no,unknown,20,jun,15,7,-1,0,unknown,no
43,management,married,tertiary,1530,no,no,cellular,7,jul,91,3,-1,0,unknown,no
32,technician,single,tertiary,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
34,entrepreneur,married,tertiary,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
31,management,married,tertiary,2994,yes,no,cellular,10,nov,182,1,229,2,failure,no
51,services,married,secondary,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
50,unemployed,single,tertiary,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,no
21,student,single,secondary,126,yes,no,telephone,15,may,52,1,-1,0,unknown,no
32,unemployed,single,secondary,1249,yes,no,cellular,20,nov,160,1,171,4,other,no
31,management,married,tertiary,29230,no,no,cellular,25,aug,50,9,-1,0,unknown,no
36,management,single,tertiary,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
50,blue-collar,married,secondary,378,yes,no,cellular,28,jan,155,1,-1,0,unknown,no
34,blue-collar,single,secondary,39,no,no,cellular,18,jul,138,3,-1,0,unknown,no
35,admin.,married,secondary,126,yes,no,cellular,8,apr,268,1,-1,0,unknown,no
46,blue-collar,married,primary,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no
35,blue-collar,married,primary,442,yes,no,unknown,26,may,129,3,-1,0,unknown,no
33,blue-collar,married,secondary,-211,yes,no,cellular,29,jul,96,5,-1,0,unknown,no
38,self-employed,married,tertiary,0,no,no,cellular,29,aug,117,3,-1,0,unknown,no
36,blue-collar,single,secondary,151,yes,no,cellular,11,may,327,1,-1,0,unknown,no
72,retired,single,tertiary,1285,no,no,telephone,1,jul,494,4,150,9,failure,no
36,services,married,secondary,-182,yes,yes,cellular,8,may,19,6,304,11,other,no
57,services,divorced,secondary,4664,no,no,cellular,30,jul,103,1,-1,0,unknown,no
45,technician,married,unknown,886,yes,no,cellular,1,sep,115,1,-1,0,unknown,no
35,management,married,tertiary,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
27,services,married,secondary,834,no,no,cellular,29,jan,265,2,-1,0,unknown,no
30,unemployed,single,tertiary,4082,no,no,telephone,14,jun,215,1,459,17,other,no
38,housemaid,divorced,tertiary,4312,no,no,cellular,15,may,67,4,175,6,failure,no
52,blue-collar,divorced,primary,98,no,yes,telephone,9,jul,271,1,-1,0,unknown,no
41,services,married,unknown,5980,yes,no,cellular,31,jul,150,3,-1,0,unknown,no
30,technician,married,secondary,817,yes,no,cellular,21,nov,208,3,91,4,failure,no
45,blue-collar,married,primary,271,yes,yes,cellular,17,apr,245,1,343,1,failure,no
28,management,single,secondary,1861,no,no,cellular,29,jan,43,2,-1,0,unknown,no
43,unemployed,married,secondary,553,no,no,telephone,4,feb,125,1,-1,0,unknown,no
48,services,single,primary,848,yes,no,unknown,15,may,98,1,-1,0,unknown,no
30,admin.,divorced,secondary,78,yes,no,cellular,24,jul,132,1,-1,0,unknown,no
31,blue-collar,married,secondary,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,yes
29,admin.,divorced,secondary,-489,yes,no,unknown,4,jun,249,2,-1,0,unknown,no
42,technician,married,tertiary,1361,no,no,cellular,13,aug,75,5,-1,0,unknown,no
55,retired,divorced,secondary,1580,no,yes,cellular,21,nov,82,5,155,1,success,no
75,retired,married,tertiary,4912,no,no,telephone,20,oct,238,2,183,5,failure,no
24,admin.,single,secondary,-346,yes,no,unknown,4,jul,164,2,-1,0,unknown,no
35,management,married,tertiary,1510,yes,no,unknown,9,may,61,1,-1,0,unknown,no
40,management,divorced,tertiary,490,yes,no,unknown,7,may,477,2,-1,0,unknown,no
25,management,single,tertiary,155,yes,no,telephone,28,jul,193,3,-1,0,unknown,no
48,retired,married,tertiary,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,no
42,technician,married,secondary,8899,yes,no,cellular,20,nov,75,2,-1,0,unknown,no
59,admin.,single,secondary,2166,yes,yes,cellular,7,may,574,1,-1,0,unknown,yes
58,admin.,divorced,secondary,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
34,services,married,secondary,1632,no,no,cellular,27,aug,65,6,-1,0,unknown,no
36,blue-collar,married,primary,44,no,no,unknown,20,jun,11,2,-1,0,unknown,no
61,retired,married,secondary,296,no,no,unknown,17,jun,18,1,-1,0,unknown,no
49,management,married,tertiary,342,no,no,cellular,30,jan,433,2,228,1,failure,no
30,blue-collar,married,primary,-327,yes,yes,cellular,5,may,305,1,294,7,other,no
44,admin.,single,secondary,275,yes,no,cellular,14,may,7,5,367,4,failure,no
48,blue-collar,single,secondary,580,yes,no,unknown,12,jun,185,2,-1,0,unknown,no
48,blue-collar,married,secondary,480,yes,no,cellular,15,may,830,1,352,2,failure,yes
44,blue-collar,married,primary,292,no,no,cellular,31,jul,99,4,-1,0,unknown,no
30,management,married,tertiary,1390,no,no,cellular,20,aug,552,4,-1,0,unknown,no
42,technician,single,unknown,11115,no,no,cellular,10,aug,187,1,102,1,success,yes
37,services,single,tertiary,1189,no,no,cellular,13,sep,323,9,199,4,other,yes
48,admin.,divorced,secondary,268,yes,no,unknown,7,may,71,4,-1,0,unknown,no
40,management,married,tertiary,-130,yes,no,unknown,28,may,154,2,-1,0,unknown,no
25,blue-collar,single,tertiary,1395,yes,no,cellular,15,may,268,1,-1,0,unknown,no
33,technician,married,secondary,5833,yes,no,cellular,17,apr,57,1,-1,0,unknown,no
48,admin.,single,secondary,1253,yes,no,unknown,18,jun,245,2,-1,0,unknown,no
73,retired,married,secondary,2850,no,no,cellular,19,apr,184,2,185,3,failure,no
21,student,single,secondary,210,no,no,telephone,4,feb,123,2,174,1,failure,no
50,blue-collar,married,secondary,1984,yes,no,telephone,18,nov,212,3,-1,0,unknown,no
30,unemployed,single,tertiary,1622,no,no,cellular,19,nov,242,1,-1,0,unknown,no
35,admin.,single,tertiary,170,no,no,unknown,12,jul,12,1,-1,0,unknown,no
37,admin.,married,secondary,11303,no,no,cellular,26,may,500,2,-1,0,unknown,no
56,blue-collar,married,secondary,2409,no,no,unknown,17,jun,173,2,-1,0,unknown,no
39,services,married,secondary,1099,no,no,cellular,29,jan,211,2,245,6,failure,no
57,management,married,tertiary,0,no,yes,cellular,30,jan,209,2,197,2,other,no
24,technician,single,secondary,987,no,yes,cellular,17,jun,208,4,-1,0,unknown,no
33,blue-collar,single,secondary,687,yes,no,unknown,9,may,174,1,-1,0,unknown,no
49,admin.,divorced,secondary,266,yes,no,unknown,29,may,162,2,-1,0,unknown,no
31,technician,married,secondary,318,no,no,cellular,2,dec,310,1,-1,0,unknown,yes
27,admin.,single,secondary,1408,no,no,cellular,27,may,242,2,-1,0,unknown,no
43,technician,married,secondary,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
34,admin.,married,secondary,255,no,yes,telephone,17,jul,344,10,-1,0,unknown,no
44,admin.,married,secondary,72,yes,yes,unknown,28,may,821,2,-1,0,unknown,no
38,services,married,secondary,53,no,no,cellular,4,feb,226,1,-1,0,unknown,no
34,services,married,secondary,382,yes,yes,cellular,21,jul,149,7,-1,0,unknown,no
78,retired,divorced,unknown,0,no,no,telephone,8,oct,259,1,-1,0,unknown,no
48,management,single,secondary,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,no
41,housemaid,single,secondary,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
25,student,single,tertiary,1189,no,no,cellular,3,jun,165,1,-1,0,unknown,yes
32,technician,married,secondary,465,yes,no,cellular,12,may,210,2,-1,0,unknown,no
37,services,married,secondary,580,yes,no,unknown,2,jun,469,2,-1,0,unknown,no
43,management,married,tertiary,0,yes,no,unknown,16,jun,100,17,-1,0,unknown,no
31,technician,married,secondary,3706,yes,no,cellular,20,nov,129,1,-1,0,unknown,no
57,technician,married,secondary,272,no,yes,telephone,22,jul,563,1,-1,0,unknown,no
57,blue-collar,married,secondary,621,yes,no,cellular,17,apr,778,3,-1,0,unknown,no
35,unemployed,divorced,primary,118,no,no,unknown,20,jun,12,4,-1,0,unknown,no
26,management,single,tertiary,0,no,no,cellular,7,aug,125,1,-1,0,unknown,no
21,student,single,unknown,330,no,no,cellular,19,apr,232,3,364,2,failure,no
31,management,single,tertiary,635,yes,no,cellular,20,apr,37,1,320,2,failure,no
57,management,married,tertiary,1227,no,no,cellular,5,jun,232,1,-1,0,unknown,yes
29,management,single,unknown,698,no,no,cellular,8,feb,186,1,-1,0,unknown,no
33,self-employed,married,primary,61,yes,no,cellular,13,may,161,1,-1,0,unknown,no
59,retired,married,primary,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no
38,blue-collar,married,primary,506,yes,yes,unknown,12,jun,122,1,-1,0,unknown,no
49,admin.,divorced,secondary,132,yes,no,cellular,15,may,98,1,350,1,failure,no
36,management,married,tertiary,203,no,no,cellular,29,oct,139,1,-1,0,unknown,yes
36,management,married,tertiary,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,714,yes,no,unknown,12,may,166,4,-1,0,unknown,no
26,services,single,secondary,-189,no,yes,cellular,17,jul,538,2,-1,0,unknown,yes
32,management,married,tertiary,1337,no,no,cellular,13,aug,283,2,-1,0,unknown,no
33,services,married,secondary,4963,yes,no,unknown,20,may,148,2,-1,0,unknown,no
60,management,married,tertiary,3876,no,yes,cellular,5,aug,445,3,-1,0,unknown,no
28,technician,single,secondary,981,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
54,services,married,unknown,386,no,yes,cellular,19,nov,74,1,152,1,success,no
34,admin.,married,secondary,244,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
41,unemployed,married,primary,4112,no,no,cellular,5,feb,764,2,-1,0,unknown,no
39,blue-collar,married,secondary,5201,no,no,unknown,9,jun,317,1,-1,0,unknown,no
34,technician,married,secondary,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
32,technician,married,secondary,282,yes,no,cellular,4,may,257,2,-1,0,unknown,no
58,management,divorced,tertiary,5701,no,no,cellular,2,feb,521,1,-1,0,unknown,yes
38,blue-collar,married,primary,-522,yes,yes,unknown,20,jun,18,22,-1,0,unknown,no
36,management,married,tertiary,0,yes,no,cellular,28,jan,60,1,250,1,other,no
60,services,married,secondary,292,no,yes,cellular,2,feb,260,5,195,4,failure,no
46,admin.,divorced,secondary,3163,no,no,cellular,21,nov,128,3,-1,0,unknown,no
51,technician,married,tertiary,1537,no,yes,cellular,14,jul,400,3,-1,0,unknown,no
43,management,married,tertiary,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
45,services,divorced,primary,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown,no
36,services,single,secondary,616,yes,yes,unknown,12,may,156,3,-1,0,unknown,no
33,management,single,tertiary,5437,no,no,cellular,10,aug,131,1,98,2,success,no
35,technician,married,unknown,86,yes,no,unknown,12,may,33,4,-1,0,unknown,no
32,technician,single,tertiary,1625,no,no,cellular,22,may,796,1,109,1,failure,yes
37,management,married,tertiary,655,no,no,unknown,28,may,244,3,-1,0,unknown,no
40,unemployed,single,tertiary,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
33,self-employed,married,primary,1862,yes,no,unknown,12,may,65,1,-1,0,unknown,no
33,services,married,tertiary,546,yes,yes,unknown,9,may,253,1,-1,0,unknown,no
43,technician,divorced,tertiary,101,no,no,cellular,19,aug,173,3,-1,0,unknown,no
36,blue-collar,married,secondary,959,yes,no,unknown,29,may,200,4,-1,0,unknown,no
44,blue-collar,married,secondary,3348,no,yes,cellular,24,jul,504,2,-1,0,unknown,no
43,technician,divorced,secondary,0,no,no,cellular,28,aug,192,2,-1,0,unknown,no
28,unemployed,married,tertiary,264,yes,no,unknown,21,may,443,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown,no
38,management,married,secondary,0,yes,no,unknown,27,may,233,2,-1,0,unknown,no
38,blue-collar,single,secondary,-329,yes,no,unknown,12,may,86,4,-1,0,unknown,no
31,blue-collar,married,secondary,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no
57,management,married,tertiary,-24,yes,no,telephone,17,nov,14,1,-1,0,unknown,no
51,services,divorced,secondary,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no
60,self-employed,married,secondary,546,no,no,cellular,4,aug,428,2,-1,0,unknown,no
26,services,single,secondary,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,no
